num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_type_link,status_type_photo,status_type_status,status_type_video
163,1,0,147,0,0,0,0,0,0.0,0.0,0.0,1.0
153,0,0,138,0,0,0,0,0,0.0,0.0,0.0,1.0
8,0,0,7,0,0,0,0,0,1.0,0.0,0.0,0.0
135,0,0,122,0,0,0,0,0,0.0,0.0,0.0,1.0
286,0,0,257,0,0,0,0,0,0.0,0.0,0.0,1.0
196,0,0,176,0,0,0,0,0,0.0,0.0,0.0,1.0
23,0,0,21,0,0,0,0,0,0.0,0.0,0.0,1.0
145,0,0,131,0,0,0,0,0,0.0,0.0,0.0,1.0
96,0,0,86,0,0,0,0,0,0.0,0.0,0.0,1.0
75,0,0,67,0,0,0,0,0,0.0,0.0,0.0,1.0
97,0,0,88,0,0,0,0,0,0.0,0.0,0.0,1.0
567,1,0,510,0,0,0,0,0,0.0,0.0,0.0,1.0
79,0,0,71,0,0,0,0,0,0.0,0.0,0.0,1.0
207,0,0,186,0,0,0,0,0,0.0,0.0,0.0,1.0
165,1,0,149,0,0,0,0,0,0.0,0.0,0.0,1.0
117,0,0,105,0,0,0,0,0,0.0,0.0,0.0,1.0
106,0,0,96,0,0,0,0,0,0.0,0.0,0.0,1.0
105,0,0,94,0,0,0,0,0,0.0,0.0,0.0,1.0
65,0,0,58,0,0,0,0,0,0.0,0.0,0.0,1.0
86,0,0,77,0,0,0,0,0,0.0,0.0,0.0,1.0
106,0,0,95,0,0,0,0,0,0.0,0.0,0.0,1.0
166,0,0,149,0,0,0,0,0,0.0,0.0,0.0,1.0
78,0,0,70,0,0,0,0,0,0.0,0.0,0.0,1.0
106,0,0,96,0,0,0,0,0,0.0,0.0,0.0,1.0
90,0,0,81,0,0,0,0,0,0.0,0.0,0.0,1.0
187,1,0,168,0,0,0,0,0,0.0,0.0,0.0,1.0
152,1,0,137,0,0,0,0,0,0.0,0.0,0.0,1.0
98,0,0,88,0,0,0,0,0,0.0,0.0,0.0,1.0
52,0,0,47,0,0,0,0,0,0.0,0.0,0.0,1.0
125,0,0,113,0,0,0,0,0,0.0,0.0,0.0,1.0
68,0,0,61,0,0,0,0,0,0.0,0.0,0.0,1.0
84,0,0,76,0,0,0,0,0,0.0,0.0,0.0,1.0
74,0,0,67,0,0,0,0,0,0.0,0.0,0.0,1.0
35,0,0,31,0,0,0,0,0,0.0,1.0,0.0,0.0
152,0,0,137,0,0,0,0,0,0.0,0.0,0.0,1.0
42,0,0,37,0,0,0,0,0,0.0,0.0,0.0,1.0
180,1,0,162,0,0,0,0,0,0.0,0.0,0.0,1.0
23,0,0,21,0,0,0,0,0,0.0,0.0,0.0,1.0
88,0,0,79,0,0,0,0,0,0.0,0.0,0.0,1.0
84,0,0,75,0,0,0,0,0,0.0,0.0,0.0,1.0
90,0,0,81,0,0,0,0,0,0.0,0.0,0.0,1.0
146,0,0,131,0,0,0,0,0,0.0,0.0,0.0,1.0
66,0,0,60,0,0,0,0,0,0.0,0.0,0.0,1.0
85,1,0,76,0,0,0,0,0,0.0,0.0,0.0,1.0
152,1,0,136,0,0,0,0,0,0.0,0.0,0.0,1.0
122,0,0,110,0,0,0,0,0,0.0,0.0,0.0,1.0
98,0,0,88,0,0,0,0,0,0.0,0.0,0.0,1.0
9,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
100,0,0,90,0,0,0,0,0,0.0,0.0,0.0,1.0
4,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
73,0,0,66,0,0,0,0,0,0.0,1.0,0.0,0.0
132,0,1,119,0,0,0,0,0,0.0,0.0,0.0,1.0
128,0,0,115,0,0,0,0,0,0.0,0.0,0.0,1.0
113,0,0,101,0,0,0,0,0,0.0,0.0,0.0,1.0
45,0,0,40,0,0,0,0,0,0.0,1.0,0.0,0.0
69,0,1,62,0,0,0,0,0,0.0,0.0,0.0,1.0
107,1,1,96,0,0,0,0,0,0.0,0.0,0.0,1.0
90,0,0,81,0,0,0,0,0,0.0,0.0,0.0,1.0
109,0,0,98,0,0,0,0,0,0.0,0.0,0.0,1.0
87,0,0,79,0,0,0,0,0,0.0,0.0,0.0,1.0
32,0,0,29,0,0,0,0,0,0.0,0.0,0.0,1.0
49,0,0,45,0,0,0,0,0,0.0,0.0,0.0,1.0
192,1,0,173,0,0,0,0,0,0.0,0.0,0.0,1.0
170,1,0,153,0,0,0,0,0,0.0,0.0,0.0,1.0
59,0,0,53,0,0,0,0,0,0.0,0.0,0.0,1.0
152,0,1,137,0,0,0,0,0,0.0,0.0,0.0,1.0
206,1,0,185,0,0,0,0,0,0.0,0.0,0.0,1.0
104,1,1,93,0,0,0,0,0,0.0,0.0,0.0,1.0
62,1,0,56,0,0,0,0,0,0.0,0.0,0.0,1.0
93,1,0,84,0,0,0,0,0,0.0,0.0,0.0,1.0
46,0,0,42,0,0,0,0,0,0.0,1.0,0.0,0.0
57,0,0,51,0,0,0,0,0,0.0,0.0,0.0,1.0
68,0,0,61,0,0,0,0,0,0.0,0.0,0.0,1.0
40,0,0,36,0,0,0,0,0,0.0,0.0,0.0,1.0
68,0,0,61,0,0,0,0,0,0.0,0.0,0.0,1.0
52,0,0,47,0,0,0,0,0,0.0,0.0,0.0,1.0
69,0,0,62,0,0,0,0,0,0.0,0.0,0.0,1.0
89,0,0,80,0,0,0,0,0,0.0,0.0,0.0,1.0
67,0,0,61,0,0,0,0,0,0.0,0.0,0.0,1.0
72,0,0,65,0,0,0,0,0,0.0,0.0,0.0,1.0
82,0,0,74,0,0,0,0,0,0.0,0.0,0.0,1.0
115,0,0,104,0,0,0,0,0,0.0,0.0,0.0,1.0
208,1,1,187,0,0,0,0,0,0.0,0.0,0.0,1.0
65,0,0,59,0,0,0,0,0,0.0,0.0,0.0,1.0
90,0,0,81,0,0,0,0,0,0.0,0.0,0.0,1.0
115,0,0,104,0,0,0,0,0,0.0,0.0,0.0,1.0
54,0,0,49,0,0,0,0,0,0.0,0.0,0.0,1.0
69,1,0,62,0,0,0,0,0,0.0,0.0,0.0,1.0
61,0,0,55,0,0,0,0,0,0.0,0.0,0.0,1.0
52,0,0,47,0,0,0,0,0,0.0,0.0,0.0,1.0
58,0,0,52,0,0,0,0,0,0.0,0.0,0.0,1.0
84,1,0,76,0,0,0,0,0,0.0,0.0,0.0,1.0
51,0,0,46,0,0,0,0,0,0.0,0.0,0.0,1.0
43,0,0,39,0,0,0,0,0,0.0,0.0,0.0,1.0
42,0,0,38,0,0,0,0,0,0.0,0.0,0.0,1.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
89,0,0,80,0,0,0,0,0,0.0,0.0,0.0,1.0
51,0,0,46,0,0,0,0,0,0.0,0.0,0.0,1.0
102,0,0,92,0,0,0,0,0,0.0,0.0,0.0,1.0
60,0,0,54,0,0,0,0,0,0.0,0.0,0.0,1.0
23,0,0,20,0,0,0,0,0,0.0,0.0,0.0,1.0
55,0,0,49,0,0,0,0,0,0.0,0.0,0.0,1.0
170,1,0,153,0,0,0,0,0,0.0,0.0,0.0,1.0
33,0,0,30,0,0,0,0,0,0.0,0.0,0.0,1.0
76,0,0,68,0,0,0,0,0,0.0,0.0,0.0,1.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
33,0,0,30,0,0,0,0,0,0.0,0.0,0.0,1.0
70,1,0,63,0,0,0,0,0,0.0,0.0,0.0,1.0
58,0,0,52,0,0,0,0,0,0.0,0.0,0.0,1.0
43,0,0,39,0,0,0,0,0,0.0,0.0,0.0,1.0
53,0,0,48,0,0,0,0,0,0.0,0.0,0.0,1.0
98,1,0,88,0,0,0,0,0,0.0,0.0,0.0,1.0
21,0,0,19,0,0,0,0,0,0.0,0.0,0.0,1.0
21,0,0,19,0,0,0,0,0,0.0,0.0,0.0,1.0
55,0,0,49,0,0,0,0,0,0.0,0.0,0.0,1.0
32,0,0,29,0,0,0,0,0,0.0,0.0,0.0,1.0
18,0,0,17,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
58,0,0,52,0,0,0,0,0,0.0,0.0,0.0,1.0
27,0,0,24,0,0,0,0,0,0.0,0.0,0.0,1.0
37,0,0,33,0,0,0,0,0,0.0,0.0,0.0,1.0
10,0,0,9,0,0,0,0,0,0.0,0.0,0.0,1.0
9,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
21,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
9,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
7,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
51,0,0,45,0,0,0,0,0,0.0,0.0,0.0,1.0
47,0,0,43,0,0,0,0,0,0.0,0.0,0.0,1.0
16,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
21,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
16,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
253,0,0,227,0,0,0,0,0,0.0,0.0,0.0,1.0
2,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0
28,0,0,26,0,0,0,0,0,0.0,1.0,0.0,0.0
15,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
40,0,0,36,0,0,0,0,0,0.0,0.0,0.0,1.0
47,0,0,42,0,0,0,0,0,0.0,0.0,0.0,1.0
47,0,0,42,0,0,0,0,0,0.0,0.0,0.0,1.0
20,0,0,18,0,0,0,0,0,0.0,1.0,0.0,0.0
17,0,0,16,0,0,0,0,0,0.0,0.0,0.0,1.0
46,0,0,41,0,0,0,0,0,0.0,1.0,0.0,0.0
23,0,0,21,0,0,0,0,0,0.0,0.0,0.0,1.0
74,0,0,66,0,0,0,0,0,0.0,0.0,0.0,1.0
48,0,0,43,0,0,0,0,0,0.0,0.0,0.0,1.0
17,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
19,0,0,17,0,0,0,0,0,0.0,1.0,0.0,0.0
39,0,0,35,0,0,0,0,0,0.0,1.0,0.0,0.0
119,0,0,107,0,0,0,0,0,0.0,0.0,0.0,1.0
39,0,0,35,0,0,0,0,0,0.0,1.0,0.0,0.0
40,0,0,36,0,0,0,0,0,0.0,1.0,0.0,0.0
76,1,0,69,0,0,0,0,0,0.0,0.0,0.0,1.0
12,0,0,11,0,0,0,0,0,0.0,0.0,0.0,1.0
22,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
32,0,0,29,0,0,0,0,0,0.0,1.0,0.0,0.0
56,0,0,50,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,12,0,0,0,0,0,0.0,0.0,0.0,1.0
27,0,0,24,0,0,0,0,0,0.0,0.0,0.0,1.0
24,0,0,22,0,0,0,0,0,0.0,1.0,0.0,0.0
40,0,0,36,0,0,0,0,0,0.0,1.0,0.0,0.0
12,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
39,0,0,35,0,0,0,0,0,0.0,1.0,0.0,0.0
21,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
20,0,0,18,0,0,0,0,0,0.0,1.0,0.0,0.0
22,0,0,20,0,0,0,0,0,0.0,1.0,0.0,0.0
69,0,0,62,0,0,0,0,0,0.0,1.0,0.0,0.0
24,0,0,22,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
16,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
14,0,0,13,0,0,0,0,0,0.0,1.0,0.0,0.0
135,1,1,122,0,0,0,0,0,0.0,0.0,0.0,1.0
33,0,0,29,0,0,0,0,0,0.0,0.0,0.0,1.0
20,0,0,18,0,0,0,0,0,0.0,0.0,0.0,1.0
6,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
15,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
173,0,0,155,0,0,0,0,0,0.0,0.0,0.0,1.0
107,1,1,97,0,0,0,0,0,0.0,0.0,0.0,1.0
14,0,0,13,0,0,0,0,0,0.0,1.0,0.0,0.0
37,0,0,33,0,0,0,0,0,0.0,0.0,0.0,1.0
22,0,0,20,0,0,0,0,0,0.0,1.0,0.0,0.0
38,0,0,34,0,0,0,0,0,0.0,1.0,0.0,0.0
41,0,0,36,0,0,0,0,0,0.0,0.0,0.0,1.0
43,0,0,39,0,0,0,0,0,0.0,0.0,0.0,1.0
59,1,0,53,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,12,0,0,0,0,0,0.0,0.0,0.0,1.0
42,0,0,38,0,0,0,0,0,0.0,0.0,0.0,1.0
72,1,0,65,0,0,0,0,0,0.0,1.0,0.0,0.0
38,0,0,34,0,0,0,0,0,0.0,0.0,0.0,1.0
5,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
14,0,0,12,0,0,0,0,0,0.0,0.0,0.0,1.0
53,0,1,48,0,0,0,0,0,0.0,0.0,0.0,1.0
13,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
23,0,0,21,0,0,0,0,0,0.0,0.0,0.0,1.0
31,0,0,28,0,0,0,0,0,0.0,0.0,0.0,1.0
13,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
146,1,0,131,0,0,0,0,0,0.0,0.0,0.0,1.0
75,0,0,67,0,0,0,0,0,0.0,0.0,0.0,1.0
46,0,0,41,0,0,0,0,0,0.0,0.0,0.0,1.0
21,0,1,19,0,0,0,0,0,0.0,0.0,0.0,1.0
28,0,0,25,0,0,0,0,0,0.0,0.0,0.0,1.0
119,1,1,107,0,0,0,0,0,0.0,0.0,0.0,1.0
79,0,1,71,0,0,0,0,0,0.0,0.0,0.0,1.0
119,1,1,107,0,0,0,0,0,0.0,0.0,0.0,1.0
36,0,0,32,0,0,0,0,0,0.0,0.0,0.0,1.0
100,0,1,90,0,0,0,0,0,0.0,0.0,0.0,1.0
12,0,0,11,0,0,0,0,0,0.0,0.0,0.0,1.0
35,0,1,31,0,0,0,0,0,0.0,0.0,0.0,1.0
130,1,2,117,0,0,0,0,0,0.0,0.0,0.0,1.0
45,0,0,40,0,0,0,0,0,0.0,0.0,0.0,1.0
27,0,0,25,0,0,0,0,0,0.0,0.0,0.0,1.0
33,0,1,30,0,0,0,0,0,0.0,0.0,0.0,1.0
93,0,2,84,0,0,0,0,0,0.0,0.0,0.0,1.0
65,0,2,58,0,0,0,0,0,0.0,0.0,0.0,1.0
25,0,1,22,0,0,0,0,0,0.0,0.0,0.0,1.0
29,0,0,26,0,0,0,0,0,0.0,0.0,0.0,1.0
24,0,0,22,0,0,0,0,0,0.0,1.0,0.0,0.0
27,0,0,24,0,0,0,0,0,0.0,1.0,0.0,0.0
27,0,0,24,0,0,0,0,0,0.0,1.0,0.0,0.0
12,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
23,0,0,21,0,0,0,0,0,0.0,1.0,0.0,0.0
12,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
18,0,0,16,0,0,0,0,0,0.0,1.0,0.0,0.0
35,0,0,31,0,0,0,0,0,0.0,1.0,0.0,0.0
45,0,0,40,0,0,0,0,0,0.0,0.0,0.0,1.0
28,0,0,25,0,0,0,0,0,0.0,0.0,0.0,1.0
19,0,1,17,0,0,0,0,0,0.0,0.0,0.0,1.0
48,0,0,43,0,0,0,0,0,0.0,0.0,0.0,1.0
11,0,0,10,0,0,0,0,0,0.0,0.0,0.0,1.0
52,0,0,46,0,0,0,0,0,0.0,0.0,0.0,1.0
24,0,0,22,0,0,0,0,0,0.0,0.0,0.0,1.0
52,0,0,46,0,0,0,0,0,0.0,0.0,0.0,1.0
30,0,0,27,0,0,0,0,0,0.0,0.0,0.0,1.0
28,0,0,25,0,0,0,0,0,0.0,0.0,0.0,1.0
14,0,0,12,0,0,0,0,0,0.0,0.0,0.0,1.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
16,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,0.0,0.0,1.0
38,0,0,34,0,0,0,0,0,0.0,0.0,0.0,1.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
20,0,0,18,0,0,0,0,0,0.0,1.0,0.0,0.0
15,0,0,14,0,0,0,0,0,0.0,0.0,0.0,1.0
17,0,0,16,0,0,0,0,0,0.0,1.0,0.0,0.0
19,0,0,17,0,0,0,0,0,0.0,0.0,0.0,1.0
11,0,0,10,0,0,0,0,0,0.0,0.0,0.0,1.0
11,0,0,10,0,0,0,0,0,0.0,0.0,0.0,1.0
7,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
30,0,0,27,0,0,0,0,0,0.0,1.0,0.0,0.0
24,0,0,22,0,0,0,0,0,0.0,1.0,0.0,0.0
255,2,0,229,0,0,0,0,0,0.0,0.0,0.0,1.0
243,1,0,219,0,0,0,0,0,0.0,0.0,0.0,1.0
23,0,0,20,0,0,0,0,0,0.0,0.0,0.0,1.0
6,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
21,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
34,0,0,31,0,0,0,0,0,0.0,0.0,0.0,1.0
42,0,0,38,0,0,0,0,0,0.0,0.0,0.0,1.0
15,0,0,13,0,0,0,0,0,0.0,1.0,0.0,0.0
19,0,0,17,0,0,0,0,0,0.0,0.0,0.0,1.0
5,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
56,0,0,51,0,0,0,0,0,0.0,0.0,0.0,1.0
15,0,1,14,0,0,0,0,0,0.0,1.0,0.0,0.0
45,0,0,40,0,0,0,0,0,0.0,1.0,0.0,0.0
35,0,0,32,0,0,0,0,0,0.0,0.0,0.0,1.0
40,0,0,36,0,0,0,0,0,0.0,0.0,0.0,1.0
18,0,0,16,0,0,0,0,0,0.0,0.0,0.0,1.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
82,0,1,74,0,0,0,0,0,0.0,0.0,0.0,1.0
29,0,0,26,0,0,0,0,0,0.0,0.0,0.0,1.0
58,1,0,52,0,0,0,0,0,0.0,0.0,0.0,1.0
18,1,0,17,0,0,0,0,0,0.0,0.0,0.0,1.0
51,1,0,46,0,0,0,0,0,0.0,0.0,0.0,1.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
5,0,1,4,0,0,0,0,0,0.0,0.0,0.0,1.0
18,0,0,16,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
9,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
8,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
16,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
14,0,0,13,0,0,0,0,0,0.0,1.0,0.0,0.0
14,0,1,12,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
17,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
4,1,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
4,1,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
16,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
29,0,0,26,0,0,0,0,0,0.0,0.0,0.0,1.0
114,0,0,103,0,0,0,0,0,0.0,1.0,0.0,0.0
12,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
31,0,0,28,0,0,0,0,0,0.0,0.0,0.0,1.0
3,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0
2,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0
23,0,0,21,0,0,0,0,0,0.0,0.0,0.0,1.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
5,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
33,0,0,30,0,0,0,0,0,0.0,1.0,0.0,0.0
12,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
7,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
3,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
5,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
8,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
16,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
2,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0
28,0,0,25,0,0,0,0,0,0.0,1.0,0.0,0.0
7,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
3,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
19,0,0,17,0,0,0,0,0,0.0,1.0,0.0,0.0
26,0,0,23,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
21,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
7,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
17,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
8,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
22,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
20,0,0,18,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
9,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
17,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
14,0,0,13,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
5,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
16,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
17,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
22,0,0,20,0,0,0,0,0,0.0,1.0,0.0,0.0
8,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
16,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
8,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
12,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
3,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
3,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
14,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
15,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
9,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
5,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
8,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
9,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
14,0,0,13,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
17,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
12,0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0
3,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
13,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
18,0,0,16,0,0,0,0,0,0.0,1.0,0.0,0.0
5,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0
3,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0
2,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0
7,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
8,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
15,0,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0
24,0,0,22,0,0,0,0,0,0.0,1.0,0.0,0.0
15,0,0,13,0,0,0,0,0,0.0,1.0,0.0,0.0
9,0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0
23,0,0,20,0,0,0,0,0,0.0,1.0,0.0,0.0
15,0,0,13,0,0,0,0,0,0.0,1.0,0.0,0.0
14,0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0
11,0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0
17,0,0,15,0,0,0,0,0,0.0,1.0,0.0,0.0
10,0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0
7,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
4,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
7,0,1,6,0,0,0,0,0,0.0,1.0,0.0,0.0
7,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
21,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
22,0,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0
8,0,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0
3,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0
17,0,3,15,0,0,0,0,0,0.0,1.0,0.0,0.0
6,0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0
